0,1,2,3,4,5,6,7
锦绣天地精装修 户型方正采光好 业主诚意出售,4室2厅,146.11平米,12936,189.0,5,2个月以前发布,https://jn.lianjia.com/ershoufang/103128382677.html
6层花园洋房 精装 低密度 诚心出售 视线开阔,4室2厅,139.79平米,16740,234.0,4,5个月以前发布,https://jn.lianjia.com/ershoufang/103126836241.html
经十路沿线，改善三居室，依山而建景观美,3室2厅,127.82平米,9232,118.0,5,6个月以前发布,https://jn.lianjia.com/ershoufang/103126028873.html
满两年无高税.产权清晰，明厨明卫，三叶草户型洋房,3室2厅,114.72平米,14810,169.9,2,8个月以前发布,https://jn.lianjia.com/ershoufang/103124964854.html
精装修没有住过 历下区 很诚心出售 给您一个全新的家,3室2厅,127平米,14174,180.0,9,1个月以前发布,https://jn.lianjia.com/ershoufang/103129033093.html
小高层 三叶草户型 满二 南北通透 原房未动 好楼层,3室2厅,119.03平米,12266,146.0,0,1个月以前发布,https://jn.lianjia.com/ershoufang/103129184614.html
恒大绿洲精装修三期小三室带车位,3室1厅,97.22平米,7098,69.0,0,7个月以前发布,https://jn.lianjia.com/ershoufang/103125353010.html
户型方正，精装修交付，拎包入住，采光视野无遮挡,3室2厅,110.08平米,14808,163.0,4,5个月以前发布,https://jn.lianjia.com/ershoufang/103126931776.html
环宇城旁中海珑岸，三室两厅两卫，三叶草户型经典三室,3室2厅,115.8平米,15458,179.0,0,1个月以前发布,https://jn.lianjia.com/ershoufang/103129251412.html
经典三叶草 精装修诚意出售 随时看房 产权清晰无高税,3室2厅,116.81平米,11387,133.0,2,4个月以前发布,https://jn.lianjia.com/ershoufang/103127377624.html
二环东路 中海锦城南区 南北通透 业主急售 看房有钥匙,3室2厅,122.31平米,12918,158.0,1,1个月以前发布,https://jn.lianjia.com/ershoufang/103129320947.html
二环西 步行宜家迪卡侬 精装新房没住过人 无贷款,3室2厅,107.03平米,14950,160.0,7,8个月以前发布,https://jn.lianjia.com/ershoufang/103124872805.html
奥体铂悦府精装三室，新小区，好楼层，采光视野好！,3室2厅,155.67平米,23448,365.0,3,4个月以前发布,https://jn.lianjia.com/ershoufang/103127150318.html
小高层 一梯两户 四面宽朝南 采光很棒 带地下室,4室2厅,131.04平米,17171,225.0,5,3个月以前发布,https://jn.lianjia.com/ershoufang/103128093961.html
CBD央芯 地铁3号线旁 品质花园社区 凤凰层 精装拎包住,3室2厅,129.51平米,29960,388.0,15,3个月以前发布,https://jn.lianjia.com/ershoufang/103127815131.html
舜景花园  2室朝阳客厅朝阳  户型很棒 产权清晰,2室2厅,95.29平米,11019,105.0,1,5个月以前发布,https://jn.lianjia.com/ershoufang/103126926448.html
长清大学城园博园鲁商常春藤三室两卫精装修,3室1厅,120平米,7667,92.0,2,4个月以前发布,https://jn.lianjia.com/ershoufang/103127600326.html
全天采光无遮挡 视野开阔 有钥匙随时可看,3室2厅,96.63平米,15731,152.0,3,3个月以前发布,https://jn.lianjia.com/ershoufang/103128008542.html
单位宿舍 中间楼层 四室两厅  大院停车免费,4室2厅,144.28平米,20724,299.0,9,4个月以前发布,https://jn.lianjia.com/ershoufang/103127007560.html
全新未住 精装三室两卫  城区出入方便 好楼层,3室2厅,125平米,6240,78.0,1,2个月以前发布,https://jn.lianjia.com/ershoufang/103128269940.html
此房四室两厅两卫户型 两个卧室加客厅三面朝阳 有车位,4室2厅,126.26平米,26533,335.0,2,3个月以前发布,https://jn.lianjia.com/ershoufang/103127989266.html
恒大绿洲店长推荐价格便宜诚心出售南北通透大三室,3室2厅,141.85平米,5993,85.0,3,4个月以前发布,https://jn.lianjia.com/ershoufang/103127396428.html
业主诚心出售  城市之光南区好房,3室2厅,96.71平米,14787,143.0,1,2个月以前发布,https://jn.lianjia.com/ershoufang/103128688781.html
CBD核芯~精装洋房~户型优质~双阳台两梯两户~地铁200步,3室2厅,133.93平米,31733,425.0,13,2个月以前发布,https://jn.lianjia.com/ershoufang/103128642356.html
珠玉园 精装修 视野开阔 楼层好 看房方便 价格可谈,3室2厅,110.08平米,14808,163.0,4,7个月以前发布,https://jn.lianjia.com/ershoufang/103125357584.html
带车位，东城逸家，业主诚心出售，毛坯原房，有钥匙,3室2厅,138平米,22827,315.0,8,4个月以前发布,https://jn.lianjia.com/ershoufang/103127015981.html
缤纷五洲东标山南路新房金科澜山公馆出售,3室2厅,98平米,13572,133.0,2,一年前发布,https://jn.lianjia.com/ershoufang/103122875655.html
雪山万科城揽月园 精装修 楼层好 诚意出售,3室2厅,111.49平米,16145,180.0,6,1个月以前发布,https://jn.lianjia.com/ershoufang/103129190902.html
花园洋房 户户电梯 楼层高视野好 有地下室 有车库,3室2厅,152.29平米,26201,399.0,3,3个月以前发布,https://jn.lianjia.com/ershoufang/103128086954.html
中区，精装修 好位置好楼层，采光充足，随时看房,4室2厅,144.63平米,15198,219.8,5,1个月以前发布,https://jn.lianjia.com/ershoufang/103129382000.html
户型好用 大客厅 落地窗 楼间距大,4室2厅,143平米,20700,296.0,9,一年前发布,https://jn.lianjia.com/ershoufang/103122418932.html
盛世花城 三居室  无抵押 带地下室,3室1厅,147.13平米,18691,275.0,1,3个月以前发布,https://jn.lianjia.com/ershoufang/103127925414.html
新房未住，看房随时 经十路地铁口，配套设施齐全,3室2厅,106.82平米,21064,225.0,11,8个月以前发布,https://jn.lianjia.com/ershoufang/103125043368.html
唐冶片区单价9000的花园洋房在这里！！,3室1厅,118.88平米,6309,75.0,46,一年前发布,https://jn.lianjia.com/ershoufang/103121068398.html
地铁口 通风性好 精装交付 配套齐全,3室2厅,126.71平米,13259,168.0,5,8个月以前发布,https://jn.lianjia.com/ershoufang/103124422732.html
中新国际东城和玺四区 3室2厅 南 北,3室2厅,135.74平米,13040,177.0,9,4个月以前发布,https://jn.lianjia.com/ershoufang/103127470210.html
市中区 万达北 南北通透 三居室 采光足 配套全 诚售,3室1厅,74.4平米,12904,96.0,6,2个月以前发布,https://jn.lianjia.com/ershoufang/103128797549.html
产权清晰位置好楼层好，采光充足配套设施齐全出行方便,3室1厅,110.74平米,12372,137.0,4,1个月以前发布,https://jn.lianjia.com/ershoufang/103129263060.html
万科物业，好楼层，带装修，视野采光无遮挡,3室2厅,94.71平米,11932,113.0,7,1个月以前发布,https://jn.lianjia.com/ershoufang/103129064110.html
一梯两户，全明户型，11层洋房，带地下室，落地阳台,3室2厅,118.18平米,17347,205.0,22,4个月以前发布,https://jn.lianjia.com/ershoufang/103126995677.html
花园洋房！ 采光充足   临地铁,3室2厅,119.03平米,11258,134.0,7,4个月以前发布,https://jn.lianjia.com/ershoufang/103127306085.html
金科城新上 满五唯一 户型方正 看房方便,3室1厅,105.58平米,10893,115.0,1,2个月以前发布,https://jn.lianjia.com/ershoufang/103128247371.html
精装新房 小高层南北通透 产权地下室 价格可谈,3室2厅,93.56平米,18491,173.0,4,2个月以前发布,https://jn.lianjia.com/ershoufang/103128827855.html
玉符街 名流家园 三居室 全明户型 观景楼层,3室2厅,108.62平米,7274,79.0,0,8个月以前发布,https://jn.lianjia.com/ershoufang/103125078445.html
金汇！好楼层！视野太棒了！诚心卖！价格可谈,3室2厅,132.96平米,30837,410.0,2,1个月以前发布,https://jn.lianjia.com/ershoufang/103129381476.html
业主诚心出售 楼层很好 视野采光 无遮挡,3室2厅,129.45平米,15682,203.0,3,5个月以前发布,https://jn.lianjia.com/ershoufang/103126786311.html
小高，毛坯未住，中间楼层，采光好，两梯两户，,3室1厅,134.73平米,12618,170.0,7,一年前发布,https://jn.lianjia.com/ershoufang/103121979113.html
万和府   三室   新房  经十路   诚心卖,3室2厅,138.26平米,20614,285.0,5,9个月以前发布,https://jn.lianjia.com/ershoufang/103124308875.html
视野开阔大学里园博园大学城 3室,3室2厅,120.01平米,6583,79.0,0,7个月以前发布,https://jn.lianjia.com/ershoufang/103125680743.html
店长推荐！花园社区，楼层好，视野好，随时看 精装修,3室2厅,110平米,13455,148.0,1,1个月以前发布,https://jn.lianjia.com/ershoufang/103129274827.html
阅山 就这一套四居 南向入户花园 全屋精装,4室2厅,165.71平米,20518,340.0,6,2个月以前发布,https://jn.lianjia.com/ershoufang/103128560639.html
高铁东站 精装修 小三室 产权清晰 物业环境好 素质高,3室1厅,99.85平米,12169,121.5,1,1个月以前发布,https://jn.lianjia.com/ershoufang/103129277469.html
急售，精装12万，随时看房子！,3室2厅,91.62平米,13426,123.0,0,6个月以前发布,https://jn.lianjia.com/ershoufang/103125951366.html
婚房装修  家具家电全带   有车位  看房随时,3室2厅,108.89平米,12398,135.0,2,2个月以前发布,https://jn.lianjia.com/ershoufang/103128770986.html
CBD旁 紧 邻 茂 岭 山 体 公 园，绸带公园,3室2厅,109.86平米,19571,215.0,1,5个月以前发布,https://jn.lianjia.com/ershoufang/103126558172.html
槐荫区西客站三馆印象济南3室南北通透一口价包税100万,3室2厅,111.22平米,8992,100.0,8,7个月以前发布,https://jn.lianjia.com/ershoufang/103125686698.html
诚心出售 价格可谈 有钥匙 看房方便,2室1厅,63平米,12699,80.0,1,21天以前发布,https://jn.lianjia.com/ershoufang/103129572323.html
堤口路地铁2号线口 一楼已改门头房 随时看房,2室1厅,56.1平米,12835,72.0,1,23天以前发布,https://jn.lianjia.com/ershoufang/103129551245.html
一楼带小院 可开东门 2室1厅 双气 随时看房,2室1厅,74平米,10271,76.0,0,21天以前发布,https://jn.lianjia.com/ershoufang/103129586070.html
低楼层业主诚意出售70年产权住宅,1室1厅,48.53平米,11746,57.0,0,28天以前发布,https://jn.lianjia.com/ershoufang/103129450199.html
山东高速兰园 落地窗 精装修拎包入住,2室2厅,77.72平米,10551,82.0,1,17天以前发布,https://jn.lianjia.com/ershoufang/103129660851.html
业主诚信出售 户型方正 南北通  一梯两户 公摊小,2室1厅,107平米,11683,125.0,0,21天以前发布,https://jn.lianjia.com/ershoufang/103129578014.html
精装20W 礼轩 帝华鸿府 有车位地下室 拎包入住好楼层,2室2厅,91.54平米,13110,120.0,1,20天以前发布,https://jn.lianjia.com/ershoufang/103129604599.html
背靠山四室洋房 中间楼层 采光好 原始交房状,4室1厅,175.08平米,37869,663.0,1,17天以前发布,https://jn.lianjia.com/ershoufang/103129669762.html
背靠山四室洋房 中间楼层 采光好 原始交房状,4室1厅,175.08平米,37869,663.0,1,17天以前发布,https://jn.lianjia.com/ershoufang/103129669762.html
精装20W 礼轩 帝华鸿府 有车位地下室 拎包入住好楼层,2室2厅,91.54平米,13110,120.0,1,20天以前发布,https://jn.lianjia.com/ershoufang/103129604599.html
南北通透  有车位 视眼开阔 无遮挡 看房方便,3室2厅,105.86平米,13698,145.0,0,24天以前发布,https://jn.lianjia.com/ershoufang/103129532402.html
观景楼层 全天采光无遮挡 价格可谈,3室2厅,106平米,13680,145.0,0,18天以前发布,https://jn.lianjia.com/ershoufang/103129638063.html
海信九麓府 3室2厅 南,3室2厅,101.87平米,10013,102.0,0,27天以前发布,https://jn.lianjia.com/ershoufang/103129461476.html
电梯洋房，小区环境好，户型方正，采光好。,3室2厅,138.08平米,6012,83.0,0,24天以前发布,https://jn.lianjia.com/ershoufang/103129530791.html
户型方正 精装修 基本未住 好楼层 诚心售,3室2厅,103平米,14369,148.0,1,31天以前发布,https://jn.lianjia.com/ershoufang/103129400551.html
04年建成（精装双气）客厅带窗户（南北通透）带地下室,2室1厅,73.91平米,10283,76.0,3,16天以前发布,https://jn.lianjia.com/ershoufang/103129678487.html
精装修，采光充足，视野开阔，随时看房，业主诚售,3室2厅,105.22平米,14161,149.0,0,26天以前发布,https://jn.lianjia.com/ershoufang/103129496849.html
汇文轩+价格能聊+单价低+位置好,3室2厅,190平米,18000,342.0,1,16天以前发布,https://jn.lianjia.com/ershoufang/103129674561.html
金色阳光花园 三室 总价低 南北方正通风 看房方便,3室1厅,98.65平米,12976,128.0,2,19天以前发布,https://jn.lianjia.com/ershoufang/103129625650.html
采光好，动静分离，诚意出售，有车库，有地下室,3室2厅,116平米,20259,235.0,0,24天以前发布,https://jn.lianjia.com/ershoufang/103129526505.html
三居室户型方正精装温馨舒适即买即住次新房即买即住,3室2厅,99.19平米,13913,138.0,2,26天以前发布,https://jn.lianjia.com/ershoufang/103129493133.html
万科城现房！小高层 精装修 好楼层 大宽厅,3室2厅,113平米,16992,192.0,1,25天以前发布,https://jn.lianjia.com/ershoufang/103129506869.html
经十一路、育英 精装修 采光好 店长推荐好房 随时看,2室1厅,61.85平米,29912,185.0,7,7个月以前发布,https://jn.lianjia.com/ershoufang/103125366451.html
山景明珠花园一梯两户楼层好公摊小户型方正 好停车,2室2厅,92.47平米,12437,115.0,12,6个月以前发布,https://jn.lianjia.com/ershoufang/103125990227.html
龙湖汉峪光年 精装全套家电家具 品质高 带产权车位,1室1厅,51.17平米,15439,79.0,2,13天以前发布,https://jn.lianjia.com/ershoufang/103129736283.html
燕山南区+中楼层+全明户型+生活方便+看房方便+价格低,2室1厅,71.92平米,21969,158.0,2,3个月以前发布,https://jn.lianjia.com/ershoufang/103128208206.html
郎茂山小区，两室一厅，南北通透，双气，急售,2室1厅,58.15平米,6535,38.0,8,2个月以前发布,https://jn.lianjia.com/ershoufang/103128539443.html
中海国际公馆 有车位 南向无遮挡,2室1厅,42.88平米,12361,53.0,0,3个月以前发布,https://jn.lianjia.com/ershoufang/103128215360.html
西市场二楼双气 单价八千  两室朝阳  带小房,2室1厅,56.91平米,8435,48.0,6,一年前发布,https://jn.lianjia.com/ershoufang/103123391746.html
卢浮公馆 两室两厅 全明户型 花园式小区 带地下室！,2室2厅,97.72平米,15146,148.0,4,一年前发布,https://jn.lianjia.com/ershoufang/103116428956.html
房 子 两室，南北通透 采光好，,2室1厅,65.36平米,24480,160.0,7,2个月以前发布,https://jn.lianjia.com/ershoufang/103128732927.html
三室一厅一卫，双气，中间楼层 两室朝阳,3室1厅,81.75平米,15291,125.0,8,7个月以前发布,https://jn.lianjia.com/ershoufang/103125151930.html
燕山和平路单位宿舍业主诚意出售,1室1厅,49.39平米,21057,104.0,1,3个月以前发布,https://jn.lianjia.com/ershoufang/103127911093.html
高新万达旁 低价诚售 有装修随时看,0室0厅,43.78平米,8223,36.0,1,1个月以前发布,https://jn.lianjia.com/ershoufang/103129337629.html
经五路实验陪读 生活方便 出行便利 店长力荐,2室0厅,57.21平米,8915,51.0,2,3个月以前发布,https://jn.lianjia.com/ershoufang/103128216951.html
市中万达 电梯房 两室一厅 采光好 视野棒 非顶  诚售,2室1厅,52.06平米,14983,78.0,8,5个月以前发布,https://jn.lianjia.com/ershoufang/103126590089.html
华联东、好楼层、全明户型，南北通透、精装、省立医院,2室1厅,67.78平米,11066,75.0,4,6个月以前发布,https://jn.lianjia.com/ershoufang/103126128047.html
济微，济微，总价低，楼层好，位置佳，五院,2室0厅,58.25平米,11159,65.0,2,1个月以前发布,https://jn.lianjia.com/ershoufang/103129363016.html
三室一厅一卫，双气，中间楼层 两室朝阳,3室1厅,81.75平米,15291,125.0,8,7个月以前发布,https://jn.lianjia.com/ershoufang/103125151930.html
市中万达 电梯房 两室一厅 采光好 视野棒 非顶  诚售,2室1厅,52.06平米,14983,78.0,8,5个月以前发布,https://jn.lianjia.com/ershoufang/103126590089.html
二七低楼层  位置佳  楼层好  房主诚心出售,1室2厅,56.84平米,8269,47.0,1,5个月以前发布,https://jn.lianjia.com/ershoufang/103126665062.html
万达广场鸿景苑+20层+高楼层,2室1厅,51.36平米,14603,75.0,5,9个月以前发布,https://jn.lianjia.com/ershoufang/103124372290.html
发祥福邸  精装修  房主诚意出售  看房有钥匙,2室1厅,96.28平米,18177,175.0,3,4个月以前发布,https://jn.lianjia.com/ershoufang/103127181307.html
经五路  好楼层 诚心出售 可贷款  随时看房,1室1厅,48.08平米,35150,169.0,0,2个月以前发布,https://jn.lianjia.com/ershoufang/103128323663.html
房子楼层好，采光好，户型方正，居住舒适邻药山,2室2厅,79.95平米,8631,69.0,6,一年前发布,https://jn.lianjia.com/ershoufang/103119139550.html
七里山北村 2室朝阳 双气带小院,2室0厅,43.78平米,13477,59.0,1,3个月以前发布,https://jn.lianjia.com/ershoufang/103128155421.html
审计局宿舍 独立院子 出行方便 看房方便,2室1厅,60.31平米,11110,67.0,5,3个月以前发布,https://jn.lianjia.com/ershoufang/103128190173.html
山大教职工宿舍 停车方便 人文环境好 南北通透,3室1厅,64.42平米,15989,103.0,6,4个月以前发布,https://jn.lianjia.com/ershoufang/103127128550.html
视野采光好 无高税 看房随时 随时看房,2室0厅,53.56平米,21472,115.0,0,一年前发布,https://jn.lianjia.com/ershoufang/103122834101.html
前面无遮挡.南边就是公园.采光好，精装品牌家具家电,2室2厅,87.2平米,14335,125.0,4,7个月以前发布,https://jn.lianjia.com/ershoufang/103125319998.html
南上山街，育.英，低楼层，楼层好，总价低，诚心出售,1室1厅,42.13平米,35367,149.0,4,4个月以前发布,https://jn.lianjia.com/ershoufang/103127196631.html
业主急售 温馨大两室 诺贝尔城 精装 家具家电齐全,2室2厅,95.31平米,5247,50.0,0,4个月以前发布,https://jn.lianjia.com/ershoufang/103127249447.html
山医宿舍 齐鲁医院经十路 一楼带院,1室0厅,26.87平米,22330,60.0,13,一年前发布,https://jn.lianjia.com/ershoufang/103121733639.html
汉峪金谷 1室1厅 北,1室1厅,62.32平米,8024,50.0,1,14天以前发布,https://jn.lianjia.com/ershoufang/103129720794.html
经五路，梦想的起点！两室朝阳，单位宿舍，房龄新,2室1厅,60.39平米,30138,182.0,1,8个月以前发布,https://jn.lianjia.com/ershoufang/103125062996.html
户型好，交通便利，采光好，房主诚意出售,2室2厅,91.5平米,5028,46.0,0,5个月以前发布,https://jn.lianjia.com/ershoufang/103126572509.html
郎茂山一区一室一厅中间楼层看房方便,1室1厅,35.45平米,8745,31.0,0,4个月以前发布,https://jn.lianjia.com/ershoufang/103127164787.html
景城 两居室 精装拎包住 价格可谈 带车位 好楼层,2室2厅,92.18平米,21155,195.0,1,5个月以前发布,https://jn.lianjia.com/ershoufang/103126634837.html
玉函新南区、上下两层，带露台，南北通透,3室2厅,120.05平米,8497,102.0,10,7个月以前发布,https://jn.lianjia.com/ershoufang/103125336771.html
CBD 华润置地广场 精装修 价可谈,1室1厅,38.73平米,9554,37.0,0,1个月以前发布,https://jn.lianjia.com/ershoufang/103129289007.html
计生委宿舍两室客厅好用楼下带小房 主要停车方便,2室1厅,67.36平米,10689,72.0,1,1个月以前发布,https://jn.lianjia.com/ershoufang/103129065583.html
俩车位 纬一路 南上山街 楼层好 总价低 可贷款,2室1厅,56.86平米,32537,185.0,3,7个月以前发布,https://jn.lianjia.com/ershoufang/103125229839.html
市中馆驿街 两室朝南视野好，采光好，交通便利,2室0厅,47.32平米,11835,56.0,0,3个月以前发布,https://jn.lianjia.com/ershoufang/103127805912.html
山大辅仁 单位宿舍 小高层带电梯 观山景  银座商城,2室2厅,93.17平米,25223,235.0,0,2个月以前发布,https://jn.lianjia.com/ershoufang/103128635687.html
建设路单宿  两室一厅  大院可停车,2室1厅,63.33平米,12159,77.0,4,3个月以前发布,https://jn.lianjia.com/ershoufang/103128190068.html
新出南上山街，育英红线内，小户型，总价低，非顶,1室1厅,39.83平米,38916,155.0,1,4个月以前发布,https://jn.lianjia.com/ershoufang/103127428958.html
市中区 趵突泉 回民小区 一室好楼层 总价低 诚心出售,1室1厅,41.39平米,12443,51.5,1,3个月以前发布,https://jn.lianjia.com/ershoufang/103128010761.html
楼层好，视野好，价格能谈，出入方便,2室1厅,47.06平米,19975,94.0,0,4个月以前发布,https://jn.lianjia.com/ershoufang/103127174430.html
好楼层 采光好 配套成熟 店长推荐,2室1厅,89.14平米,10097,90.0,0,2个月以前发布,https://jn.lianjia.com/ershoufang/103128613815.html
聚善街 小户型 无抵押 户型方正 双气,1室1厅,33.96平米,10012,34.0,7,一年前发布,https://jn.lianjia.com/ershoufang/103121265175.html
全新未住 莱蒙湖精装修两居室 带车位储藏室 好楼层,2室2厅,102平米,7353,75.0,0,2个月以前发布,https://jn.lianjia.com/ershoufang/103128779521.html
楼层好，视野好，采光好，价格能谈,2室1厅,71.15平米,13915,99.0,3,4个月以前发布,https://jn.lianjia.com/ershoufang/103127237552.html
甸柳四区 两居室 一楼有30平院 南向两居室 采光好,2室1厅,60.19平米,25752,155.0,5,9个月以前发布,https://jn.lianjia.com/ershoufang/103124341636.html
经五路旁     精装原单位宿舍  两室好房,2室1厅,56.06平米,30147,169.0,2,3个月以前发布,https://jn.lianjia.com/ershoufang/103128182444.html
诚基中心 70年产权  十亩园,1室1厅,37.8平米,9524,36.0,12,9个月以前发布,https://jn.lianjia.com/ershoufang/103123979602.html
坐北朝南 三面环山 产权明晰 带阁楼,2室1厅,81.94平米,10374,85.0,10,7个月以前发布,https://jn.lianjia.com/ershoufang/103125307430.html
南上山 育英 两室一厅 精装修 无记录 随时可看,2室1厅,57.31平米,27395,157.0,13,一年前发布,https://jn.lianjia.com/ershoufang/103123118312.html
无影潭旁  三居室  单位宿舍 诚心出售  有钥匙,3室1厅,77.05平米,7333,56.5,14,一年前发布,https://jn.lianjia.com/ershoufang/103120541874.html
市中经五路 无记录 洗手间在内 中间楼层 封闭式小区,1室1厅,32平米,45938,147.0,4,2个月以前发布,https://jn.lianjia.com/ershoufang/103128579849.html
燕子山小区东路双气3居室，三楼，采光好，停车方便,3室1厅,69.84平米,21765,152.0,11,8个月以前发布,https://jn.lianjia.com/ershoufang/103124894898.html
配套齐全   采光充足  出入方便  总价低,1室1厅,38.3平米,7311,28.0,3,2个月以前发布,https://jn.lianjia.com/ershoufang/103128680217.html
花语馨苑+园林社区+采光好+通风佳,2室1厅,77.04平米,11034,85.0,1,一年前发布,https://jn.lianjia.com/ershoufang/103121551341.html
满五唯一，一楼带院、带小房，总价低，精装，面积大,2室1厅,46.36平米,24159,112.0,7,3个月以前发布,https://jn.lianjia.com/ershoufang/103127725061.html
客厅20多平玉函路单位宿舍 看房子方便采光好多,3室1厅,73.31平米,11595,85.0,2,5个月以前发布,https://jn.lianjia.com/ershoufang/103126645216.html
英雄山路铁路玉函四区  单位宿舍  大院停车方便,2室1厅,57.33平米,7675,44.0,2,4个月以前发布,https://jn.lianjia.com/ershoufang/103127559228.html
舜玉北区 一室一厅 正南向 客厅好用 双气 满五唯一,1室1厅,42.74平米,11231,48.0,10,一年前发布,https://jn.lianjia.com/ershoufang/103120799443.html
一梯两户，卫生间有窗户两室紧挨小  学 中间楼层 通透,2室1厅,57.66平米,13008,75.0,4,9个月以前发布,https://jn.lianjia.com/ershoufang/103124319258.html
高速核电满五年品质大院大院好停车,2室1厅,88.91平米,15072,134.0,1,5个月以前发布,https://jn.lianjia.com/ershoufang/103126555985.html
燕柳园，无记录，精装次新房，客厅大窗，满五 低楼层,2室2厅,100.05平米,25188,252.0,17,一年前发布,https://jn.lianjia.com/ershoufang/103122147110.html
经五纬一，纬二路，无记录，单位宿舍，交通便利,2室1厅,75.92平米,12909,98.0,4,一年前发布,https://jn.lianjia.com/ershoufang/103121169683.html
此房暖气已开通，楼房所在位置相对安静，有大院,2室1厅,61.97平米,12103,75.0,3,8个月以前发布,https://jn.lianjia.com/ershoufang/103125008394.html
两室朝阳，全明户型，中建凤栖第，精装修，中高楼层。,2室2厅,92.9平米,13456,125.0,6,8个月以前发布,https://jn.lianjia.com/ershoufang/103124534483.html
诚心出售，价格可谈，此房满五，中间楼层,2室2厅,96.41平米,11929,115.0,1,1个月以前发布,https://jn.lianjia.com/ershoufang/103129102930.html
满五年+中楼层+没有记录+采光佳,3室1厅,75.2平米,29256,220.0,1,一年前发布,https://jn.lianjia.com/ershoufang/103122407886.html
诺贝尔城 近1号门 交通方便 精装房 小洋房,2室2厅,92.75平米,5715,53.0,0,4个月以前发布,https://jn.lianjia.com/ershoufang/103127261834.html
经五路+可上 幼儿园+南向小户型+总价低,1室0厅,38.41平米,41656,160.0,3,2个月以前发布,https://jn.lianjia.com/ershoufang/103128554578.html
准电梯房+乐山+南上山+育英+产权清晰！,1室0厅,39.3平米,40204,158.0,0,8天以前发布,https://jn.lianjia.com/ershoufang/103129822479.html
大观园纬三路二十七中政府单位宿舍停车方便楼下小房,3室2厅,99.69平米,10032,100.0,1,7个月以前发布,https://jn.lianjia.com/ershoufang/103125364546.html
准电梯房+乐山+南上山+育英+产权清晰！,1室0厅,39.3平米,40204,158.0,0,8天以前发布,https://jn.lianjia.com/ershoufang/103129822479.html
一梯两户，卫生间有窗户两室紧挨小  学 中间楼层 通透,2室1厅,57.66平米,13008,75.0,4,9个月以前发布,https://jn.lianjia.com/ershoufang/103124319258.html
燕柳园，无记录，精装次新房，客厅大窗，满五 低楼层,2室2厅,100.05平米,25188,252.0,17,一年前发布,https://jn.lianjia.com/ershoufang/103122147110.html
经五路旁     精装原单位宿舍  两室好房,2室1厅,56.06平米,30147,169.0,2,3个月以前发布,https://jn.lianjia.com/ershoufang/103128182444.html
精装修 两室 诚意出售 看房方便 价格可谈,2室2厅,92.34平米,11696,108.0,0,2个月以前发布,https://jn.lianjia.com/ershoufang/103128586004.html
高新复式 双地铁口 底商成熟 配套完善,1室2厅,50.42平米,9441,47.6,1,4个月以前发布,https://jn.lianjia.com/ershoufang/103127440318.html
凤凰楼层 两室朝阳好楼层 视野开阔 三面环山,2室1厅,90.09平米,17428,157.0,1,5个月以前发布,https://jn.lianjia.com/ershoufang/103126445666.html
旅游学院宿舍 一楼带院 精装修 诚心出售 看房子方便,2室1厅,64.21平米,20558,132.0,7,1个月以前发布,https://jn.lianjia.com/ershoufang/103129145336.html
中间楼层采光好。全明户型。精装修。有车位地下室,2室2厅,87.2平米,14221,124.0,2,6个月以前发布,https://jn.lianjia.com/ershoufang/103125847484.html
精装修婚房 南向 采光好 视野好 没有高税 楼龄新,2室2厅,97.01平米,14947,145.0,0,一年前发布,https://jn.lianjia.com/ershoufang/103123246702.html
山水北城 92.44平两室两厅一卫 精装修 证满两年 65万,2室1厅,92.44平米,7032,65.0,1,1个月以前发布,https://jn.lianjia.com/ershoufang/103129328799.html
郎茂山三区一楼三居室看房提前联系，出门就是公交站,3室1厅,66.61平米,10509,70.0,0,27天以前发布,https://jn.lianjia.com/ershoufang/103129468509.html
环境好位置佳的小三居，适合过渡，单价低,3室2厅,93.68平米,12810,120.0,1,29天以前发布,https://jn.lianjia.com/ershoufang/103129424120.html
7层电梯洋房，带车位带地下室，近地铁，双卧朝阳,2室2厅,81.22平米,13298,108.0,1,26天以前发布,https://jn.lianjia.com/ershoufang/103129491099.html
此房满五好楼层采光好视野开阔配套齐全出行便捷有小房,2室1厅,43.2平米,8797,38.0,1,23天以前发布,https://jn.lianjia.com/ershoufang/103129549859.html
泉景天沅新上好房 一天没有住过 带全部家具家电有车位,2室2厅,94.5平米,26985,255.0,1,26天以前发布,https://jn.lianjia.com/ershoufang/103129495628.html
育英SY陪读神房，财政局宿舍，好楼层好位置随时看房,3室2厅,112平米,24554,275.0,5,26天以前发布,https://jn.lianjia.com/ershoufang/103129487325.html
新增房源 卉苑小区 两室两厅 户型方正 带地下室有钥匙,2室2厅,92.37平米,10502,97.0,1,22天以前发布,https://jn.lianjia.com/ershoufang/103129554978.html
外海二期  两梯三户 南北通透 价格可谈,3室2厅,124平米,13307,165.0,1,23天以前发布,https://jn.lianjia.com/ershoufang/103129537349.html
不是顶楼户型好采光好无遮挡户型方正诚意出售,2室2厅,91.99平米,16307,150.0,1,25天以前发布,https://jn.lianjia.com/ershoufang/103129508793.html
中海熙岸西区精装带产权地下室车位 三居室高楼层,3室2厅,107平米,14486,155.0,0,19天以前发布,https://jn.lianjia.com/ershoufang/103129619035.html
铁路干部楼，独栋独院，二七片区优质电梯房,3室2厅,118.03平米,14065,166.0,3,1个月以前发布,https://jn.lianjia.com/ershoufang/103129033727.html
